Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Afghanistan,AFG,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,49.7277579496121,49.8812164324483,49.1994747725351,50.2314554112984,50.1354059785052,51.9203291778701,52.6943193054805,..
Afghanistan,AFG,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.20707234347926,2.32159480846113,2.23688631677896,2.17604562108084,2.27524958956208,2.39441375376844,2.43468454325801,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.87969363482663,5.53134969838649,3.42580653261,3.75869629983257,2.73688595890095,3.16433627387256,3.03347255254667,..
Afghanistan,AFG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.7897397736247,48.2341296079385,48.4998076331569,48.2936357077482,48.6176717023803,48.5070903609549,48.4580889811546,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,12067570,16772522,19701940,24399948,27962207,30682500,31627506,..
Afghanistan,AFG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,12.4,..,34.3,..,..,..
Afghanistan,AFG,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,..,4.9,13.6,21.8,..,..,..
Afghanistan,AFG,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1200,1200,1100,730,500,400,..,..
Afghanistan,AFG,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,330,..,..,..
Afghanistan,AFG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,360.252,322.8016,296.7112,271.631,245.502,231.5058,..,..
Afghanistan,AFG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,409.2776,370.2886,343.1404,317.2782,289.9988,275.3258,..,..
Afghanistan,AFG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,122.5,105,95.4,84.4,75.1,69.9,68.1,66.3
Afghanistan,AFG,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,115.8,..,89.7,..,70.7,..,..,62.1
Afghanistan,AFG,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,128.8,..,100.8,..,79.3,..,..,70.3
Afghanistan,AFG,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,52.8,48.2,45.2,41.7,38.7,36.8,36.1,35.5
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,181,152.3,137,119.6,105,96.7,93.9,91.1
Afghanistan,AFG,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,176.2,..,132.7,..,101.4,..,..,87.4
Afghanistan,AFG,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,185.5,..,141.1,..,108.4,..,..,94.6
Albania,ALB,Age dependency ratio (% of working-age population),SP.POP.DPND,61.8083109279402,64.2038202124492,59.585865641138,53.5468637350468,47.8850758990693,45.2474685165625,44.9121357765095,..
Albania,ALB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.90365131185403,10.5833133301534,11.2898909514727,13.1777072343498,16.2005333571599,17.0951769594527,17.4796735756483,..
Albania,ALB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,52.9046596160862,53.6205068822958,48.2959746896653,40.369156500697,31.6845425419094,28.1522915571098,27.4324622008611,..
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.225,22.49,18.938,14.474,12.607,12.877,..,..
Albania,ALB,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,98,..,..,..,..
Albania,ALB,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..,..,98,..,..,..,..
Albania,ALB,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,97,..,..,..,..
Albania,ALB,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,..,..,..,..,..,..
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.705,6.047,5.727,5.873,6.596,6.905,..,..
Albania,ALB,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..
Albania,ALB,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,32.6958819766731,32.6548486558362,30.2633117283506,26.2911025082312,21.4251229288017,19.3822939907695,18.9304268021744,..
Albania,ALB,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,61.8015251170747,60.8999117077233,62.662201530126,65.1267028575952,67.6200591133412,68.8480241780111,69.007321236014,..
Albania,ALB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,5.5025929062522,6.44523963644054,7.07448674152336,8.58219463417356,10.954817957857,11.7696818312194,12.0622519618116,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,1.79908559333186,-0.617703658436963,-0.637356833943492,-0.511790116421897,-0.49646196338738,-0.10772950693099,-0.0998300968586222,..
Albania,ALB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.7837247707037,50.776460242564,49.4669222749134,49.7456988123959,49.5927644222734,50.0734059566168,50.2597523044106,..
Albania,ALB,"Population, total",SP.POP.TOTL,3286542,3187784,3089027,3011487,2913021,2897366,2894475,..
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,93,89.1,99.1,99.8,..,..,..,..
Albania,ALB,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,..,57.5,60.1,..,..,..,..
Albania,ALB,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,31,29,28,24,21,21,..,..
Albania,ALB,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,20,..,..,..,..
Albania,ALB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,74.524,73.8946,60.4586,53.1454,51.2588,49.2874,..,..
Albania,ALB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,143.7518,143.896,124.3426,107.7308,97.9992,92.326,..,..
Albania,ALB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35.1,29.1,23.2,18.3,14.8,13.3,12.9,12.5
Albania,ALB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,31.5,..,20.7,..,13.2,..,..,11.2
Albania,ALB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,38.6,..,25.6,..,16.4,..,..,13.7
Albania,ALB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,13.4,12.7,11.3,9.4,7.5,6.8,6.5,6.2
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,40.6,33.2,26.2,20.5,16.6,14.9,14.4,14
Albania,ALB,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,36.5,..,23.4,..,14.8,..,..,12.5
Albania,ALB,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,44.5,..,28.8,..,18.3,..,..,15.3
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,87.6757053981864,76.5174717444593,62.886169400131,51.665944456285,48.6818530588631,50.6006969112729,51.5366314692964,..
Algeria,DZA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.34130294447254,6.44651555965455,7.06120646570745,7.57204418970161,8.25331239187802,8.59878587540359,8.79434638624392,..
Algeria,DZA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,81.3344024537138,70.0709561848047,55.8249629344236,44.0939002665834,40.4285406669851,42.0019110358693,42.7422850830525,..
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.236,24.803,19.595,21.08,24.514,24.312,..,..
Algeria,DZA,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..
Algeria,DZA,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..,..,..,..,..,..,..
Algeria,DZA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Algeria,DZA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,..,..,..,..,..,..
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.154,5.528,5.252,5.447,5.802,5.922,..,..
Algeria,DZA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..
Algeria,DZA,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,43.3377363794365,39.6963289199185,34.2723775382606,29.0730397154469,27.1913080414591,27.8895861023903,28.2059094679775,..
Algeria,DZA,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,53.2834016996674,56.6516158495449,61.3925665808675,65.9343799021561,67.257703574901,66.4007551431953,65.9906446582597,..
Algeria,DZA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.37886192089614,3.65205523053663,4.33505588087197,4.992580382397,5.55098838363988,5.7096587544144,5.80344587376273,..
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2.55903177528114,1.8939623062067,1.34660821887444,1.36390473583863,1.77604672007568,1.97481446070098,1.94039918384128,..
Algeria,DZA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.3784395742511,49.3519649325533,49.3223341533569,49.4746119583729,49.6301256746037,49.6694886769766,49.6776392784836,..
Algeria,DZA,"Population, total",SP.POP.TOTL,25912364,28904300,31183658,33267887,36036159,38186135,38934334,..
Algeria,DZA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,92.6,..,..,..,..,..
Algeria,DZA,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,56.9,64,..,..,..,..,..
Algeria,DZA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,160,140,120,100,92,89,..,..
Algeria,DZA,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..
Algeria,DZA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,151.969,143.4242,136.3318,130.5148,123.8718,119.4534,..,..
Algeria,DZA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,199.5114,188.99,180.3512,172.4366,165.897,162.8936,..,..
Algeria,DZA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.7,36.3,33.9,28.8,23.5,22.1,22,21.9
Algeria,DZA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,36,..,31.1,..,22,..,..,20.5
Algeria,DZA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,43.2,..,36.7,..,24.9,..,..,23.2
Algeria,DZA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,22.4,21.5,21,19.5,16.5,15.7,15.6,15.5
Algeria,DZA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,46.8,42.5,39.7,33.6,27.3,25.8,25.6,25.5
Algeria,DZA,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,42.7,..,36.7,..,25.8,..,..,24
Algeria,DZA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,50.8,..,42.5,..,28.8,..,..,26.8
American Samoa,ASM,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..
American Samoa,ASM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,..,..,..,..,..,..,..,..
American Samoa,ASM,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,..,..,..,..,..,..,..,..
American Samoa,ASM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,18.7,..,..,..
American Samoa,ASM,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..
American Samoa,ASM,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,3.13730053692123,2.03864493874044,1.31946966358002,-0.244976005061708,-1.05488096248578,0.135711010704751,0.23840496770808,..
American Samoa,ASM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,47044,52874,57522,59117,55636,55302,55434,..
American Samoa,ASM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..
American Samoa,ASM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..
American Samoa,ASM,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..,..,..,..,..,..,..,..
Andorra,ADO,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..
Andorra,ADO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,..,..,..,..,..,..,..,..
Andorra,ADO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,..,..,..,..,..,..,..,..
Andorra,ADO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,11,11.3,10.7,9.8,..,..,..
Andorra,ADO,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,..,..,80,..,..,..
Andorra,ADO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,3.6,2.8,..,..,..
Andorra,ADO,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,Population growth (annual %),SP.POP.GROW,3.85612472820466,1.81261431943126,1.91114183546633,3.61784253998995,-1.24197413796786,-4.39968392210089,-4.19194054987126,..
Andorra,ADO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,"Population, total",SP.POP.TOTL,54511,63854,65399,81223,84419,75902,72786,..
Andorra,ADO,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..
Andorra,ADO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..
Andorra,ADO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..
Andorra,ADO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..,..,..,..,..,..,..
Andorra,ADO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..,..,..,..,..,..,..
Andorra,ADO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.5,5.2,3.9,3.1,2.5,2.2,2.1,2.1
Andorra,ADO,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,6.7,..,3.5,..,2.2,..,..,1.9
Andorra,ADO,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,8.3,..,4.2,..,2.7,..,..,2.3
Andorra,ADO,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,4.3,3,2.2,1.9,1.7,1.5,1.5,1.4
Andorra,ADO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,8.5,6,4.6,3.9,3.3,3,2.9,2.8
Andorra,ADO,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,7.6,..,4.2,..,3,..,..,2.6
Andorra,ADO,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,9.4,..,5,..,3.6,..,..,3.1
Angola,AGO,Age dependency ratio (% of working-age population),SP.POP.DPND,101.394721796763,100.900664299994,100.930474970018,101.780604420083,102.035690129516,101.315234464377,100.637667323492,..
Angola,AGO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.12500174195439,4.96112427155663,4.84380979423179,4.82387085909387,4.7502768713763,4.65860285099684,4.63190777972354,..
Angola,AGO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,96.2697200548087,95.9395400284376,96.086665175786,96.9567335609892,97.2854132581401,96.6566316133799,96.0057595437681,..
Angola,AGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,52.587,51.603,50.477,49.224,46.327,44.117,..,..
Angola,AGO,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Angola,AGO,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,23.443,22.316,19.408,16.638,14.887,13.887,..,..
Angola,AGO,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..
Angola,AGO,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,47.8015109809874,47.7547151786299,47.8208520584664,48.0505714806646,48.1525878896816,48.0125768278523,47.8503168544999,..
Angola,AGO,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,49.6537342725966,49.7758433743531,49.7684584754611,49.5587771121014,49.496205316939,49.6733395592549,49.8410898282466,..
Angola,AGO,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.54475474641598,2.46944144701705,2.41068946607256,2.39065140723395,2.35120679337949,2.31408361289279,2.30859331725355,..
Angola,AGO,Population growth (annual %),SP.POP.GROW,2.79648210238815,3.06886964208326,3.07944386258132,3.50771162949218,3.35369256340807,3.30620456316035,3.26955240572046,..
Angola,AGO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.7612687783017,50.7743048852129,50.6767145873352,50.5571055832146,50.4562922238192,50.4074470187522,50.3928218170375,..
Angola,AGO,"Population, total",SP.POP.TOTL,11127870,13042666,15058638,17912942,21219954,23448202,24227524,..
Angola,AGO,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..
Angola,AGO,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..
Angola,AGO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1400,1400,1100,750,530,460,..,..
Angola,AGO,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,..,..,..,..,..,..,..,..
Angola,AGO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,403.2328,399.6588,381.162,358.5882,337.3444,324.5962,..,..
Angola,AGO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,472.5102,461.4544,434.9198,408.7168,386.239,373.2316,..,..
Angola,AGO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,133.5,132.8,128.3,121.2,109.6,101.4,98.8,96
Angola,AGO,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,123.2,..,118.1,..,100.6,..,..,87.9
Angola,AGO,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,143.4,..,137.8,..,117.9,..,..,103.7
Angola,AGO,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,59.1,59.4,58.4,56.1,52.6,50.4,49.6,48.7
Angola,AGO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,226,224.8,216.7,203.9,182.5,167.1,162.2,156.9
Angola,AGO,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,215.2,..,206.2,..,173.2,..,..,148.9
Angola,AGO,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,236.3,..,226.7,..,190.9,..,..,164.6
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),SP.POP.DPND,60.6154165477519,60.7946926388595,56.9819865353901,55.2674138709192,50.300659901101,47.2219495435359,46.3485316846986,..
Antigua and Barbuda,ATG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,12.9180395921438,13.4895428988167,11.1133574591109,11.2832856927937,10.8719998621616,10.488858348876,10.4134466769706,..
Antigua and Barbuda,ATG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,47.697376955608,47.3051497400428,45.8686290762792,43.9841281781255,39.4286600389393,36.7330911946599,35.935085007728,..
Antigua and Barbuda,ATG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.779,19.816,20.24,18.599,16.966,16.451,..,..
Antigua and Barbuda,ATG,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.137,7.237,6.817,6.462,6.266,6.134,..,..
Antigua and Barbuda,ATG,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,29.696636836494,29.4195964827576,29.2190397692149,28.3279840125961,26.2331915674114,24.9508251375229,24.5544554455446,..
Antigua and Barbuda,ATG,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,62.2605240202888,62.1911074046438,63.7015763445292,64.4050142312118,66.533307349283,67.9246541090182,68.3300330033003,..
Antigua and Barbuda,ATG,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,8.04283914321713,8.38929611259858,7.07938388625592,7.2670017561921,7.23350108330562,7.12452075345891,7.11551155115511,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,-0.098487975476126,2.66733876439022,2.09131241559332,1.0311566078039,1.07531016020298,1.02316395171461,1.01170114102671,..
Antigua and Barbuda,ATG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.7930410622557,51.5223339039342,53.1076138471049,52.2473202931024,52.2543074295278,52.2320386731122,52.2145214521452,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,61906,68349,77648,82565,87233,89985,90900,..
Antigua and Barbuda,ATG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,100,99.9,99.9,..,..,..,..
Antigua and Barbuda,ATG,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..
